cust_no,shouxin_date,fpd4,if_t4,istrans,basic_lr_score,k3dq_jst_re_score,k3dq_basic_mix_score,k3dq_xgb_add_score,k3dq_bc1_score,k3dq_bc2_score,k3dq_v2new_score,k3dq_xgblr_score,k3dq_xgbkmos_score,k3dq_xgbkmos_flag,k3dq_v3m3k11_score,k3dq_transkmos_score,ali_rain_score,bj_jc_m36_consume_cnt,credit_repayment_score_bj_2,td_xyf_dq_score,td_zhixin_score,hds_36m_purchase_steady,hds_36m_total_purchase_cnt,hds_36m_month_max_purchase_money_excp_doub11_12,hds_36m_doub11_12_total_purchase_money,hds_phone_rich_rank,hds_mobile_rich,hds_mobile_reli_rank,hds_recent_consumme_active_rank,ab_local_ratio,ab_mobile_cnt,app_type,cust_gender,cust_id_area,cust_work_city,idcard_district_grade,idcard_rural_flag,immediate_relation_cnt,operation_sys,relation_contact_cnt,study_app_cnt,selffill_degree,selffill_is_have_creditcard,selffill_marital_status,ab_local_cnt,ab_prov_cnt,hds_mobile_reli_rank_Ma,hds_mobile_reli_rank_Mb,hds_mobile_reli_rank_M0,is_ios,is_male,shouxin_month,data_parts,set
160050850448,2020-01-16,0,1,1,,,,,,,,,,,,,-1.0,,512.0,20.8,605.0,,,,,,0.0,M0,,0.88,179.0,android,男,513031.0,510106.0,,,1.0,android,3.0,0.0,5.0,1.0,10.0,161.0,10.0,0,0,1,0.0,1.0,2020-01,2.0,1train
160051411836,2020-02-10,0,1,1,,,,,,,,,,,,,47.64,1.0,463.0,4.3,604.0,0.0,1.0,33.15,0.0,1.0,0.0,Ma,1.0,0.12,131.0,android,男,520121.0,520121.0,,,10.0,android,14.0,1.0,10.0,0.0,20.0,16.0,7.0,1,0,0,0.0,1.0,2020-02,2.0,1train
160051983991,2020-12-11,0,1,1,0.01598807764029414,0.2194,-99.0,0.039066833,0.021469,0.016697,0.107018,0.07638099999999999,,,,,82.57,4.0,545.0,11.4,555.0,0.4934799436688245,3.0,29.0,0.0,1.0,0.0,Ma,1.0,0.89,239.0,ios,男,445221.0,445222.0,,,7.0,iOS,10.0,0.0,10.0,1.0,20.0,215.0,11.0,1,0,0,1.0,1.0,2020-12,2.0,1train
160052315039,2020-03-14,0,1,1,,,,,,,,,,,,,52.32,128.0,585.0,5.2,661.0,,1.0,0.0,0.0,1.0,0.0,Mb,1.0,0.84,64.0,android,女,360727.0,360727.0,1.0,1.0,5.0,android,8.0,1.0,10.0,0.0,20.0,57.0,4.0,0,1,0,0.0,0.0,2020-03,2.0,1train
160052760113,2020-03-25,0,1,1,,,,,,,,,,,,,65.45,,537.0,12.9,606.0,,,,,,0.0,M0,,0.5,2.0,android,女,152106.0,331082.0,4.0,0.0,2.0,android,2.0,0.0,20.0,0.0,10.0,1.0,2.0,0,0,1,0.0,0.0,2020-03,2.0,1train
160053524752,2020-04-13,0,1,1,,,,,,,,,,,,,54.03,34.0,703.0,11.799999999999999,578.0,1.5741407011221655,50.0,658.9,0.0,,6.0,Ma,2.0,0.94,53.0,android,女,440982.0,441900.0,4.0,1.0,0.0,android,0.0,0.0,5.0,0.0,10.0,51.0,3.0,1,0,0,0.0,0.0,2020-04,2.0,1train
160053734279,2020-04-17,0,1,1,,,,,,,,,,,,,45.38,39.0,600.0,3.8,745.0,,,,,1.0,0.0,Ma,5.0,0.49,269.0,ios,男,350182.0,350100.0,4.0,1.0,9.0,iOS,15.0,0.0,20.0,1.0,20.0,132.0,19.0,1,0,0,1.0,1.0,2020-04,2.0,1train
160054542815,2020-05-06,0,1,1,,,,,,,,,,,,,97.61,,365.0,11.0,763.0,,,,,,0.0,M0,,0.93,41.0,android,女,321323.0,321323.0,1.0,1.0,2.0,android,2.0,0.0,10.0,0.0,20.0,41.0,1.0,0,0,1,0.0,0.0,2020-05,2.0,1train
160055802763,2020-06-12,0,1,1,,,,,,,,,,,,,32.03,1.0,788.0,4.8,667.0,0.0,1.0,69.0,0.0,1.0,0.0,Ma,1.0,0.81,94.0,android,男,410782.0,410702.0,3.0,0.0,4.0,android,7.0,2.0,20.0,0.0,10.0,85.0,7.0,1,0,0,0.0,1.0,2020-06,2.0,1train
160057725619,2020-07-18,0,1,1,,,,,,,,,,,,,80.93,3.0,486.0,7.7,624.0,0.03786191536748097,3.0,23.3,0.0,1.0,0.0,Ma,2.0,0.75,314.0,android,男,350722.0,350722.0,4.0,1.0,9.0,android,12.0,1.0,5.0,1.0,10.0,237.0,9.0,1,0,0,0.0,1.0,2020-07,2.0,1train
160057798396,2020-07-17,0,1,1,,,,,,,,,,,,,95.0,,373.0,11.299999999999999,688.0,,,,,,0.0,M0,,0.82,17.0,android,男,441424.0,441900.0,,,2.0,android,2.0,0.0,5.0,0.0,10.0,14.0,4.0,0,0,1,0.0,1.0,2020-07,2.0,1train
160058732015,2020-08-03,0,1,1,,,,,,,,,,,,,21.42,5.0,651.0,6.999999999999999,619.0,0.03361129407123115,7.0,15.99,0.0,1.0,0.0,Ma,1.0,0.42,330.0,android,男,510821.0,513426.0,,,12.0,android,18.0,0.0,20.0,0.0,20.0,148.0,14.0,1,0,0,0.0,1.0,2020-08,2.0,1train
160060243221,2020-08-31,0,1,1,,,,,,,,,,,,,25.28,,445.0,10.3,625.0,,0.0,0.0,0.0,,0.0,Mb,1.0,0.86,27.0,android,男,320923.0,320282.0,1.0,0.0,1.0,android,1.0,0.0,10.0,0.0,20.0,24.0,4.0,0,1,0,0.0,1.0,2020-08,2.0,1train
160061367087,2020-09-21,0,1,1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,48.42,,577.0,6.4,623.0,,,,,,,-99,,0.75,981.0,android,男,513701.0,510182.0,,,10.0,android,17.0,0.0,30.0,1.0,20.0,750.0,28.0,0,0,0,0.0,1.0,2020-09,2.0,1train
160062787817,2020-10-19,0,1,1,0.0937474413499678,0.3175,-99.0,0.0387555,0.02247,0.018829,,,,,,,95.07,,377.0,9.2,623.0,,,,,,0.0,M0,,0.91,53.0,android,男,231225.0,232722.0,,,8.0,android,10.0,0.0,10.0,0.0,10.0,51.0,3.0,0,0,1,0.0,1.0,2020-10,2.0,1train
160064026904,2020-11-05,0,1,1,0.010284780586698941,0.278,-99.0,0.0084949415,0.022218,0.016669999999999997,-99.0,-99.0,,,,,51.99,,633.0,6.0,693.0,,,,,,0.0,M0,,0.9,591.0,android,男,132330.0,130127.0,,,2.0,android,4.0,0.0,20.0,1.0,10.0,540.0,12.0,0,0,1,0.0,1.0,2020-11,2.0,1train
160066624121,2020-12-12,0,1,1,0.00622369552594228,0.1975,-99.0,0.007687240400000002,0.005304,0.008975,0.016663,0.009646,,,,,43.25,12.0,531.0,6.0,756.0,0.8231425518678165,27.0,118.0,0.0,2.0,1.0,Ma,1.0,0.97,200.0,ios,女,370684.0,370100.0,3.0,0.0,7.0,iOS,12.0,0.0,30.0,1.0,20.0,194.0,5.0,1,0,0,1.0,0.0,2020-12,1.0,1train
160067038598,2020-12-19,0,1,1,0.01794457078838177,0.2327,-99.0,0.008462591,0.018909,0.015306,0.032915,0.01759,,,,,40.02,1.0,541.0,2.7,677.0,,0.0,0.0,0.0,,0.0,Ma,1.0,0.94,240.0,android,女,152825.0,150824.0,3.0,1.0,6.0,android,18.0,1.0,20.0,0.0,10.0,237.0,3.0,1,0,0,0.0,0.0,2020-12,2.0,1train
160067328623,2020-12-24,0,1,1,0.05165029435866774,0.3375,-99.0,0.027408667,0.054836,0.024283,0.15373399999999998,0.093459,,,,,90.0,,612.0,7.9,622.0,,,,,,0.0,M0,,0.96,47.0,android,男,440582.0,440514.0,2.0,1.0,4.0,android,7.0,1.0,5.0,0.0,20.0,45.0,2.0,0,0,1,0.0,1.0,2020-12,1.0,1train
160043847647,2020-03-24,0,1,1,,,,,,,,,,,,,65.17,1.0,649.0,14.200000000000001,591.0,0.0,1.0,286.0,0.0,1.0,0.0,Ma,1.0,0.85,571.0,android,男,622826.0,621026.0,,,8.0,android,14.0,0.0,15.0,1.0,20.0,526.0,15.0,1,0,0,0.0,1.0,2020-03,2.0,1train
160046054722,2020-12-15,0,1,1,0.019665420268876656,0.2612,-99.0,0.017792135,0.033941000000000006,0.019017,0.024878,0.008305,,,,,49.21,8.0,492.0,12.6,628.0,0.5335864786069411,12.0,156.0,0.0,1.0,0.0,Ma,1.0,0.71,239.0,android,男,371422.0,371422.0,1.0,0.0,6.0,android,18.0,1.0,5.0,1.0,20.0,171.0,5.0,1,0,0,0.0,1.0,2020-12,2.0,1train
160055163136,2020-05-21,1,1,1,,,,,,,,,,,,,96.56,9.0,437.0,28.0,574.0,0.925429650574831,10.0,92.9,0.0,2.0,0.0,Ma,1.0,0.25,7.0,ios,男,450321.0,450312.0,,,2.0,iOS,2.0,0.0,10.0,1.0,10.0,2.0,2.0,1,0,0,1.0,1.0,2020-05,2.0,1train
160055626363,2020-06-05,0,1,1,,,,,,,,,,,,,84.79,,468.0,16.9,600.0,,,,,,0.0,M0,,0.83,242.0,android,男,522425.0,520100.0,,,8.0,android,39.0,0.0,5.0,0.0,20.0,209.0,9.0,0,0,1,0.0,1.0,2020-06,2.0,1train
160056513706,2020-11-12,0,1,1,0.05394260802839612,0.2708,-99.0,0.082948945,0.050539,0.01821,-99.0,-99.0,,,,,94.26,2.0,616.0,5.8999999999999995,540.0,0.0,2.0,49.6,0.0,1.0,0.0,Ma,1.0,0.65,46.0,ios,男,440506.0,330400.0,2.0,0.0,0.0,iOS,1.0,0.0,5.0,0.0,10.0,34.0,8.0,1,0,0,1.0,1.0,2020-11,1.0,1train
160057024010,2020-07-03,0,1,1,,,,,,,,,,,,,95.4,2.0,541.0,6.3,637.0,0.7812852311161217,4.0,79.0,0.0,1.0,0.0,Ma,1.0,1.0,4.0,android,男,131024.0,131024.0,2.0,1.0,0.0,android,0.0,1.0,20.0,0.0,10.0,4.0,1.0,1,0,0,0.0,1.0,2020-07,2.0,1train
160057467301,2020-07-11,0,1,1,,,,,,,,,,,,,62.17,1.0,628.0,6.0,718.0,0.0,1.0,19.9,0.0,1.0,0.0,Mb,1.0,0.97,210.0,android,男,350623.0,350623.0,3.0,1.0,3.0,android,8.0,0.0,5.0,0.0,20.0,205.0,5.0,0,1,0,0.0,1.0,2020-07,1.0,1train
160058100507,2020-07-23,0,1,1,,,,,,,,,,,,,90.64,2.0,504.0,16.5,590.0,0.7721518987341771,3.0,38.5,0.0,1.0,0.0,Ma,1.0,1.0,154.0,ios,男,350626.0,350626.0,3.0,1.0,9.0,iOS,15.0,0.0,15.0,1.0,20.0,154.0,1.0,1,0,0,1.0,1.0,2020-07,2.0,1train
160058190551,2020-08-01,0,1,1,,,,,,,,,,,,,73.68,,586.0,4.1000000000000005,618.0,,,,,,0.0,M0,,0.25,175.0,android,男,411322.0,442000.0,1.0,1.0,2.0,android,10.0,0.0,10.0,1.0,20.0,45.0,13.0,0,0,1,0.0,1.0,2020-08,2.0,1train
160061821654,2020-10-01,0,1,1,0.012839111352993598,0.2665,-99.0,0.03936107,0.014597999999999996,0.015211,,,,,,,64.89,,395.0,9.299999999999999,566.0,,,,,,0.0,M0,,0.93,337.0,ios,男,372925.0,630100.0,2.0,1.0,8.0,iOS,9.0,0.0,20.0,1.0,10.0,315.0,10.0,0,0,1,1.0,1.0,2020-10,1.0,1train
160064234119,2020-12-21,0,1,1,0.010603783146685095,0.2581,-99.0,0.01819401,0.026931,0.015844999999999998,0.051979,0.030364,,,,,75.12,3.0,509.0,6.2,665.0,0.652317880794702,2.0,49.9,0.0,1.0,0.0,Ma,1.0,0.78,550.0,android,男,411123.0,440605.0,4.0,1.0,10.0,android,15.0,0.0,5.0,1.0,20.0,447.0,14.0,1,0,0,0.0,1.0,2020-12,2.0,1train
160065333308,2020-11-24,0,1,1,0.05567181165394513,0.2976,-99.0,0.024238102,0.035932,0.020619,0.025522,0.028226,,,,,61.39,3.0,632.0,6.999999999999999,624.0,0.0,1.0,122.8,0.0,1.0,0.0,Ma,1.0,0.65,246.0,android,男,612329.0,320509.0,,,10.0,android,13.0,0.0,15.0,0.0,20.0,165.0,21.0,1,0,0,0.0,1.0,2020-11,2.0,1train
160066917743,2020-12-18,0,1,1,0.08455747330539083,0.3968,-99.0,0.08563951,0.04366,0.024239,0.097182,0.235895,,,,,42.9,,498.0,32.300000000000004,500.0,,,,,,0.0,M0,,0.87,44.0,android,男,532101.0,530602.0,,,0.0,android,1.0,0.0,5.0,0.0,20.0,39.0,3.0,0,0,1,0.0,1.0,2020-12,2.0,1train
160067006793,2020-12-19,0,1,1,0.055250115386202704,0.2865,-99.0,0.03103901,0.034604,0.016805,0.047733,0.046775,,,,,60.84,1.0,537.0,8.1,519.0,,,,,,,-99,,0.9,180.0,android,男,510781.0,510703.0,,,8.0,android,11.0,0.0,15.0,0.0,20.0,170.0,9.0,0,0,0,0.0,1.0,2020-12,2.0,1train
160067070644,2020-12-22,0,1,1,0.015074737100114971,0.2288,-99.0,0.015712276,0.032302,0.025565,0.015219,0.024956,,,,,65.01,14.0,491.0,5.1000000000000005,681.0,0.8530166033946021,22.0,213.83,0.0,2.0,1.0,Mb,1.0,0.7,79.0,ios,女,341203.0,341623.0,1.0,0.0,1.0,iOS,1.0,0.0,10.0,1.0,10.0,56.0,5.0,0,1,0,1.0,0.0,2020-12,2.0,1train
160067317232,2020-12-23,0,1,1,0.03847492426327805,0.2911,-99.0,0.020368915,0.010709,0.014797,0.064792,0.039606,,,,,-1.0,,365.0,4.7,690.0,,,,,,0.0,M0,,0.42,233.0,android,男,362427.0,441900.0,3.0,0.0,5.0,android,8.0,0.0,20.0,1.0,10.0,104.0,15.0,0,0,1,0.0,1.0,2020-12,1.0,1train
160022755689,2020-10-20,0,1,1,0.0728322375413388,0.4559,-99.0,0.02630992,0.033608,0.022185,,,,,,,72.29,,659.0,9.9,609.0,,,,,,0.0,M0,,0.92,73.0,android,男,530325.0,530325.0,,,9.0,android,18.0,2.0,15.0,0.0,10.0,70.0,3.0,0,0,1,0.0,1.0,2020-10,2.0,1train
160035993165,2020-04-02,0,1,1,,,,,,,,,,,,,82.54,1.0,561.0,16.400000000000002,597.0,0.0,1.0,39.9,0.0,1.0,0.0,Ma,1.0,0.79,143.0,android,男,533222.0,530722.0,,,1.0,android,6.0,0.0,10.0,0.0,10.0,115.0,9.0,1,0,0,0.0,1.0,2020-04,1.0,1train
160049405369,2020-02-11,0,1,1,,,,,,,,,,,,,85.2,1.0,355.0,4.7,568.0,0.0,1.0,14.6,0.0,1.0,0.0,Mb,2.0,0.7,122.0,android,女,510311.0,510723.0,,,14.0,android,15.0,0.0,10.0,0.0,20.0,87.0,9.0,0,1,0,0.0,0.0,2020-02,1.0,1train
160052385793,2020-03-15,0,1,1,,,,,,,,,,,,,41.35,,650.0,9.4,577.0,,,,,,0.0,M0,,0.39,62.0,ios,男,500234.0,330305.0,,,3.0,iOS,6.0,0.0,30.0,1.0,10.0,24.0,10.0,0,0,1,1.0,1.0,2020-03,1.0,1train
160053781811,2020-04-18,0,1,1,,,,,,,,,,,,,72.15,,531.0,6.1000000000000005,691.0,,,,,,0.0,M0,,0.56,99.0,android,男,522725.0,331081.0,,,3.0,android,3.0,1.0,10.0,1.0,20.0,57.0,7.0,0,0,1,0.0,1.0,2020-04,1.0,1train
160054083326,2020-04-26,0,1,1,,,,,,,,,,,,,93.63,,426.0,41.5,524.0,,,,,,0.0,M0,,0.91,11.0,ios,男,441821.0,440111.0,,,5.0,iOS,6.0,0.0,10.0,0.0,10.0,10.0,2.0,0,0,1,1.0,1.0,2020-04,2.0,1train
160055689841,2020-06-06,0,1,1,,,,,,,,,,,,,23.32,,657.0,10.5,650.0,,,,,,0.0,M0,,0.29,32.0,android,男,130406.0,130406.0,2.0,0.0,1.0,android,3.0,0.0,10.0,1.0,10.0,10.0,6.0,0,0,1,0.0,1.0,2020-06,2.0,1train
160056956053,2020-07-02,0,1,1,,,,,,,,,,,,,68.85,,601.0,10.200000000000001,644.0,,,,,,0.0,M0,,0.32,20.0,ios,男,500235.0,440307.0,,,3.0,iOS,6.0,0.0,5.0,0.0,10.0,7.0,5.0,0,0,1,1.0,1.0,2020-07,2.0,1train
160057147756,2020-07-06,0,1,1,,,,,,,,,,,,,43.56,5.0,699.0,9.799999999999999,661.0,0.0,2.0,56.0,0.0,1.0,0.0,Ma,1.0,0.07,20.0,android,男,420583.0,420115.0,1.0,1.0,2.0,android,2.0,4.0,30.0,0.0,10.0,2.0,3.0,1,0,0,0.0,1.0,2020-07,1.0,1train
160057728199,2020-07-16,0,1,1,,,,,,,,,,,,,67.18,4.0,704.0,8.6,652.0,0.7253349334902021,5.0,44.0,0.0,1.0,0.0,Ma,1.0,0.42,197.0,android,男,350624.0,440115.0,1.0,1.0,8.0,android,21.0,0.0,5.0,0.0,20.0,85.0,10.0,1,0,0,0.0,1.0,2020-07,2.0,1train
160060055235,2020-08-29,0,1,1,,,,,,,,,,,,,57.61,2.0,708.0,5.3,607.0,0.6666666666666667,4.0,79.0,0.0,1.0,0.0,Ma,3.0,0.82,22.0,ios,男,420621.0,440303.0,3.0,0.0,5.0,iOS,7.0,0.0,30.0,0.0,10.0,18.0,3.0,1,0,0,1.0,1.0,2020-08,2.0,1train
160060925252,2020-09-20,0,1,1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,77.35,,446.0,7.3,608.0,,0.0,0.0,0.0,,0.0,Mb,1.0,0.9,133.0,android,男,530625.0,530724.0,,,1.0,android,2.0,0.0,5.0,0.0,10.0,123.0,7.0,0,1,0,0.0,1.0,2020-09,2.0,1train
160062267047,2020-10-11,0,1,1,0.0223684522186611,0.3193,-99.0,0.049976066,0.025651,0.018580000000000003,,,,,,,87.51,,564.0,17.0,590.0,,,,,,0.0,M0,,1.0,4.0,ios,女,522227.0,520103.0,,,0.0,iOS,1.0,0.0,30.0,1.0,10.0,4.0,1.0,0,0,1,1.0,0.0,2020-10,2.0,1train
160064846726,2020-11-18,0,1,1,0.0017495851963785804,0.2119,-99.0,0.004626445,0.016234000000000002,0.013294,0.034758,0.020352,,,,,22.6,25.0,709.0,5.2,654.0,0.7421750514499664,34.0,663.0,1379.85,1.0,0.0,Ma,5.0,0.88,747.0,ios,女,430224.0,430224.0,3.0,0.0,31.0,iOS,57.0,0.0,30.0,1.0,20.0,666.0,18.0,1,0,0,1.0,0.0,2020-11,1.0,1train
160065142610,2020-11-22,0,1,1,0.05351643265455047,0.4295,-99.0,0.039007876,0.124086,0.07839199999999999,0.07080299999999999,0.041536,,,,,68.85,1.0,562.0,16.7,641.0,,,,,,0.0,M0,,0.5,10.0,android,男,360121.0,360111.0,4.0,1.0,0.0,android,0.0,0.0,5.0,1.0,10.0,5.0,3.0,0,0,1,0.0,1.0,2020-11,1.0,1train
160065325612,2020-11-24,0,1,1,0.025599685326360186,0.2899,-99.0,0.02345001,0.031009,0.019181,0.040697,0.056708,,,,,88.32,,579.0,13.299999999999999,582.0,,,,,,0.0,M0,,0.92,410.0,android,男,522423.0,520521.0,,,7.0,android,13.0,1.0,5.0,0.0,20.0,382.0,13.0,0,0,1,0.0,1.0,2020-11,2.0,1train
160066362519,2020-12-08,0,1,1,0.050094751290702906,0.2349,-99.0,0.019534312,0.027677,0.016899,0.019265,0.019216,,,,,59.0,4.0,650.0,4.6,666.0,0.9650482977260256,11.0,138.0,0.0,1.0,0.0,Ma,1.0,0.22,972.0,android,男,511322.0,440307.0,,,10.0,android,17.0,0.0,10.0,0.0,20.0,217.0,26.0,1,0,0,0.0,1.0,2020-12,2.0,1train
160067204222,2020-12-22,0,1,1,0.0657339449671631,0.2914,-99.0,0.037792493,0.051946000000000006,0.022391,0.076257,0.026037,,,,,63.79,2.0,494.0,7.9,581.0,0.0,3.0,9.9,0.0,1.0,0.0,Ma,3.0,0.36,173.0,android,男,152224.0,152221.0,1.0,0.0,5.0,android,6.0,0.0,15.0,0.0,10.0,63.0,8.0,1,0,0,0.0,1.0,2020-12,2.0,1train
160067560072,2020-12-30,0,1,1,0.06513925601387223,0.3717,-99.0,0.030485306,0.056805,0.055539,0.045562,0.056152,-99.0,-99.0,,,86.09,,663.0,5.6,684.0,,,,,,0.0,M0,,0.5,2.0,android,男,320382.0,330503.0,1.0,0.0,0.0,android,0.0,0.0,5.0,0.0,20.0,1.0,2.0,0,0,1,0.0,1.0,2020-12,2.0,1train
160017072858,2020-03-09,0,1,1,,,,,,,,,,,,,50.36,,515.0,23.0,575.0,,,,,,0.0,M0,,0.64,76.0,android,男,140222.0,140222.0,3.0,0.0,0.0,android,0.0,3.0,5.0,0.0,10.0,52.0,12.0,0,0,1,0.0,1.0,2020-03,1.0,1train
160043577497,2020-11-19,0,1,1,0.009014428957401512,0.2426,-99.0,0.015340941,0.025842,0.018361,0.054369000000000015,0.011495,,,,,81.71,26.0,498.0,9.6,608.0,1.7982121835681184,64.0,1745.0,0.0,1.0,0.0,Mb,4.0,0.7,19.0,ios,女,152123.0,150723.0,1.0,0.0,0.0,iOS,2.0,0.0,30.0,1.0,20.0,14.0,5.0,0,1,0,1.0,0.0,2020-11,2.0,1train
160053191801,2020-04-05,0,1,1,,,,,,,,,,,,,79.4,3.0,582.0,18.4,542.0,0.564890316430917,4.0,118.0,0.0,1.0,0.0,Ma,1.0,0.0,10.0,android,男,500242.0,350205.0,,,1.0,android,1.0,0.0,5.0,0.0,10.0,0.0,4.0,1,0,0,0.0,1.0,2020-04,2.0,1train
160053579434,2020-04-14,0,1,1,,,,,,,,,,,,,62.46,2.0,556.0,3.5,671.0,0.8200408997955009,4.0,89.0,0.0,1.0,0.0,Ma,1.0,0.92,168.0,android,女,522425.0,520100.0,,,7.0,android,13.0,1.0,30.0,1.0,20.0,157.0,7.0,1,0,0,0.0,0.0,2020-04,1.0,1train
160053984277,2020-04-23,0,1,1,,,,,,,,,,,,,74.48,1.0,630.0,19.099999999999998,599.0,0.0,1.0,19.9,0.0,1.0,0.0,Ma,1.0,0.94,500.0,android,男,412928.0,410200.0,,,6.0,android,14.0,0.0,10.0,1.0,10.0,477.0,9.0,1,0,0,0.0,1.0,2020-04,1.0,1train
160054480055,2020-05-05,0,1,1,,,,,,,,,,,,,41.25,,491.0,15.6,592.0,,,,,,0.0,M0,,0.54,113.0,ios,男,452130.0,451424.0,,,3.0,iOS,7.0,0.0,10.0,0.0,10.0,62.0,6.0,0,0,1,1.0,1.0,2020-05,2.0,1train
160054791869,2020-05-11,0,1,1,,,,,,,,,,,,,95.54,2.0,513.0,11.700000000000001,0.0,0.8451042716489651,4.0,119.0,0.0,1.0,0.0,Ma,1.0,0.0,10.0,android,男,532531.0,310100.0,,,3.0,android,3.0,0.0,5.0,0.0,10.0,0.0,3.0,1,0,0,0.0,1.0,2020-05,2.0,1train
160055500483,2020-06-01,0,1,1,,,,,,,,,,,,,63.78,21.0,678.0,6.8,662.0,1.4000914233500166,19.0,6238.0,0.0,,5.0,Ma,1.0,0.92,383.0,android,男,320902.0,320903.0,4.0,0.0,3.0,android,7.0,0.0,30.0,1.0,10.0,352.0,15.0,1,0,0,0.0,1.0,2020-06,2.0,1train
160056242052,2020-06-20,0,1,1,,,,,,,,,,,,,70.54,18.0,573.0,8.1,541.0,0.6835540109033731,43.0,732.8,0.0,2.0,1.0,Ma,1.0,0.18,39.0,ios,男,321281.0,321281.0,3.0,1.0,2.0,iOS,2.0,0.0,10.0,0.0,20.0,7.0,8.0,1,0,0,1.0,1.0,2020-06,2.0,1train
160057037120,2020-07-03,0,1,1,,,,,,,,,,,,,68.89,2.0,559.0,18.599999999999998,704.0,0.0,1.0,29.9,0.0,1.0,0.0,Ma,1.0,0.0,239.0,android,男,532124.0,530324.0,,,5.0,android,15.0,0.0,15.0,1.0,10.0,1.0,16.0,1,0,0,0.0,1.0,2020-07,1.0,1train
160057410291,2020-07-14,0,1,1,,,,,,,,,,,,,-1.0,,616.0,7.7,582.0,,,,,,0.0,M0,,0.94,35.0,android,男,510121.0,510115.0,,,5.0,android,7.0,4.0,20.0,0.0,10.0,34.0,2.0,0,0,1,0.0,1.0,2020-07,2.0,1train
160057671767,2020-07-15,0,1,1,,,,,,,,,,,,,63.39,3.0,450.0,6.8999999999999995,684.0,0.4343271555197422,8.0,89.0,0.0,1.0,,-99,2.0,0.86,270.0,ios,女,342401.0,341502.0,1.0,0.0,13.0,iOS,20.0,0.0,15.0,0.0,10.0,234.0,14.0,0,0,0,1.0,0.0,2020-07,1.0,1train
160057839121,2020-07-18,0,1,1,,,,,,,,,,,,,66.18,19.0,609.0,11.4,651.0,1.0347291657047075,41.0,297.0,0.0,,3.0,Ma,1.0,0.94,66.0,android,女,411122.0,410102.0,2.0,0.0,4.0,android,5.0,0.0,10.0,1.0,10.0,63.0,2.0,1,0,0,0.0,0.0,2020-07,2.0,1train
160058648312,2020-08-02,0,1,1,,,,,,,,,,,,,24.1,11.0,669.0,4.8,675.0,0.6509142521405101,19.0,128.0,0.0,1.0,0.0,Ma,5.0,0.75,3.0,android,男,441621.0,441323.0,,,1.0,android,1.0,3.0,30.0,0.0,10.0,3.0,1.0,1,0,0,0.0,1.0,2020-08,1.0,1train
160059469430,2020-08-16,0,1,1,,,,,,,,,,,,,41.38,3.0,685.0,7.2,762.0,,,,,,0.0,Mb,,0.93,28.0,android,女,152725.0,150602.0,2.0,1.0,1.0,android,3.0,1.0,30.0,0.0,10.0,26.0,3.0,0,1,0,0.0,0.0,2020-08,2.0,1train
160060799759,2020-09-10,0,1,1,-99.0,0.046613,-99.0,,,,,,,,,,60.35,1.0,448.0,14.200000000000001,578.0,,,,,,0.0,M0,,0.0,36.0,ios,男,530325.0,420105.0,,,2.0,iOS,4.0,0.0,15.0,0.0,10.0,0.0,5.0,0,0,1,1.0,1.0,2020-09,2.0,1train
160061480890,2020-09-23,0,1,1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,97.35,2.0,687.0,9.5,555.0,0.0,1.0,1256.0,0.0,1.0,0.0,Ma,1.0,0.89,284.0,android,男,612729.0,610800.0,,,3.0,android,9.0,0.0,20.0,1.0,20.0,263.0,8.0,1,0,0,0.0,1.0,2020-09,1.0,1train
160062482385,2020-10-14,0,1,1,0.029300430453198013,0.2818,-99.0,0.013531123,0.065023,0.031096,,,,,,,74.87,3.0,525.0,10.0,657.0,0.8061262049188737,11.0,389.0,0.0,1.0,0.0,Ma,1.0,0.83,24.0,android,男,130224.0,120100.0,4.0,1.0,2.0,android,2.0,0.0,10.0,1.0,20.0,20.0,3.0,1,0,0,0.0,1.0,2020-10,1.0,1train
160064944474,2020-11-20,0,1,1,0.0152136489315855,0.2903,-99.0,0.023582214,0.042097,0.019906,0.040569,0.029621,,,,,83.06,1.0,605.0,6.8,664.0,0.0,1.0,85.9,0.0,1.0,0.0,Ma,1.0,0.47,808.0,android,男,130930.0,130930.0,4.0,0.0,2.0,android,10.0,1.0,5.0,0.0,10.0,498.0,29.0,1,0,0,0.0,1.0,2020-11,2.0,1train
160066708708,2020-12-14,0,1,1,0.012448340589112964,0.2064,-99.0,0.0070523364,0.011924,0.01154,0.013041,0.006795000000000001,,,,,40.1,64.0,613.0,7.8,689.0,1.1730508724316753,102.0,512.28,153.83,1.0,0.0,Ma,2.0,0.9,127.0,android,女,431003.0,430000.0,4.0,1.0,9.0,android,16.0,1.0,15.0,1.0,20.0,121.0,2.0,1,0,0,0.0,0.0,2020-12,2.0,1train
160039312456,2020-09-18,0,1,1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,57.53,,613.0,5.0,694.0,,,,,,0.0,M0,,0.72,175.0,android,男,411330.0,370211.0,3.0,1.0,9.0,android,18.0,0.0,15.0,1.0,20.0,130.0,9.0,0,0,1,0.0,1.0,2020-09,2.0,1train
